Timestamp,volume
1438592321427,1
1438592327779,1
1438592331255,13
1438592331459,1
1438592340255,1
1438592347004,2
1438592353235,2
1438592369189,1
1438592387507,1
1438592390883,5
1438592398773,2
1438592407883,1
1438592417581,1
1438592422903,1
1438592426280,1
1438592442550,1
1438592443164,2
1438592444396,3
1438592444499,2
1438592444806,2
1438592445114,2
1438592447366,1
1438592453509,1
1438592471217,1
1438592497026,4
1438592498053,1
1438592514545,1
1438592516895,1
1438592529167,3
1438592536735,2
1438592537456,4
1438592545016,2
1438592549414,2
1438592563318,1
1438592583381,2
1438592586447,1
1438592589413,1
1438592596880,1
1438592604842,4
1438592605765,1
1438592611806,3
1438592623463,2
1438592624798,7
1438592627764,1
1438592630216,1
1438592632268,1
1438592643735,1
1438592668011,1
1438592684705,2
1438592694229,1
1438592702916,1
1438592710689,1
1438592717439,2
1438592729008,2
1438592730031,1
1438592748047,1
1438592766250,1
1438592770956,1
1438592780476,1
1438592781193,2
1438592811174,2
1438592828156,1
1438592833064,1
1438592842575,1
1438592844517,1
1438592849739,2
1438592861293,2
1438592869991,1
1438592871731,2
1438592877456,1
1438592894826,1
1438592895746,3
1438592919489,3
1438592939657,3
1438592946412,2
1438592947436,1
1438592968199,1
1438592970045,5
1438592970250,1
1438592975568,3
1438592975772,2
1438592990090,1
1438592990811,2
1438592999613,1
1438593007890,1
1438593012394,2
1438593014647,1
1438593020689,1
1438593041060,2
1438593045251,1
1438593083824,2
1438593105104,1
1438593114321,3
1438593115346,2
1438593129986,2
1438593131011,2
1438593143995,1
1438593149006,2
1438593160057,1
1438593167015,1
1438593169773,1
1438593184607,1
1438593194830,1
1438593208745,3
1438593233195,1
1438593236269,1
1438593240062,1
1438593241085,1
1438593249171,3
1438593255000,2
1438593266144,3
1438593266348,3
1438593288846,3
1438593289866,1
1438593290581,1
1438593308699,2
1438593326191,1
1438593332842,1
1438593344315,4
1438593344623,20
1438593344726,2
1438593357921,1
1438593375418,2
1438593379713,2
1438593393941,1
1438593395891,2
1438593406226,1
1438593412260,1
1438593434665,1
1438593437529,1
1438593438248,1
1438593438860,1
1438593439987,1
1438593458798,1
1438593463718,3
1438593479264,3
1438593488366,4
1438593496659,1
1438593502386,2
1438593514560,1
1438593517115,2
1438593537800,2
1438593538004,1
1438593545772,1
1438593548435,2
1438593560297,1
1438593571054,1
1438593598789,1
1438593601038,1
1438593601956,1
1438593606465,1
1438593622430,3
1438593627132,1
1438593627746,1
1438593629383,5
1438593638690,1
1438593643505,3
1438593646994,4
1438593661842,1
1438593666238,3
1438593690178,5
1438593710847,1
1438593717699,1
1438593757909,1
1438593778494,2
1438593799799,1
1438593805528,2
1438593827418,1
1438593834579,1
1438593839481,1
1438593846954,2
1438593860474,1
1438593867232,1
1438593871836,1
1438593874602,2
1438593875624,4
1438593877984,2
1438593886070,1
1438593900900,1
1438593910309,1
1438593917981,1
1438593919421,1
1438593930483,25
1438593930890,3
1438593934983,1
1438593938981,2
1438593953502,1
1438593955244,1
1438593956879,1
1438593957085,1
1438593959363,2
1438593967963,1
1438593977067,1
1438594007566,2
1438594020983,1
1438594046681,1
1438594048726,1
1438594076976,1
1438594084039,4
1438594084347,3
1438594127013,2
1438594129060,1
1438594142260,1
1438594143898,1
1438594158952,1
1438594159259,1
1438594178603,2
1438594189134,2
1438594195885,1
1438594199667,3
1438594211959,1
1438594231425,3
1438594243603,1
1438594258658,1
1438594262976,1
1438594267881,1
1438594289276,1
1438594290721,1
1438594292568,1
1438594299624,1
1438594300340,1
1438594304016,2
1438594314257,3
1438594319983,1
1438594330197,1
1438594346582,1
1438594351181,1
1438594355990,2
1438594378999,4
1438594401299,1
1438594404675,1
1438594407031,2
1438594425159,1
1438594426998,3
1438594431401,1
1438594463249,2
1438594479924,2
1438594489755,4
1438594496708,1
1438594503879,1
1438594509300,1
1438594515141,2
1438594519240,4
1438594535520,1
1438594539206,2
1438594549764,3
1438594561209,2
1438594561925,1
1438594596639,1
1438594632142,1
1438594637566,2
1438594641800,2
1438594644567,1
1438594649989,2
1438594674239,2
1438594697450,2
1438594722538,1
1438594723456,1
1438594740677,1
1438594743029,1
1438594745991,2
1438594748340,1
1438594760737,1
1438594774749,1
1438594779144,3
1438594781603,8
1438594787234,3
1438594787340,3
1438594801564,1
1438594808623,2
1438594829889,2
1438594831348,1
1438594832365,1
1438594835434,1
1438594836049,1
1438594838508,2
1438594881474,1
1438594891298,1
1438594901425,1
1438594903986,1
1438594910027,3
1438594927218,1
1438594944749,2
1438594964789,17
1438594966529,2
1438594969389,1
1438594969492,1
1438594981153,2
1438594988633,2
1438594988940,1
1438594999780,1
1438595004485,1
1438595035421,2
1438595044226,1
1438595045253,1
1438595069705,1
1438595069810,4
1438595084768,5
1438595087528,3
1438595094797,2
1438595116683,2
1438595129507,1
1438595137073,1
1438595149969,2
1438595153033,1
1438595168286,2
1438595180775,1
1438595181800,2
1438595184150,2
1438595184356,1
1438595190408,1
1438595191430,1
1438595206990,1
1438595207095,2
1438595210882,1
1438595218181,2
1438595268818,1
1438595300521,2
1438595307270,1
1438595307575,1
1438595311558,1
1438595314015,2
1438595319274,1
1438595342903,2
1438595347197,1
1438595353244,1
1438595354678,1
1438595354986,1
1438595356009,2
1438595361852,2
1438595366554,1
1438595368603,1
1438595372502,1
1438595375161,2
1438595379263,1
1438595384282,21
1438595400457,1
1438595417155,2
1438595421250,2
1438595438437,1
1438595440179,2
1438595454812,1
1438595470357,1
1438595471687,1
1438595482215,1
1438595491119,1
1438595496025,1
1438595544906,2
1438595546956,1
1438595549307,1
1438595560061,5
1438595560166,1
1438595592802,1
1438595596074,3
1438595609516,1
1438595627924,2
1438595635814,1
1438595635916,1
1438595637964,1
1438595642059,1
1438595642369,1
1438595643496,1
1438595645236,1
1438595673573,1
1438595686988,2
1438595699049,1
1438595701807,1
1438595716372,2
1438595717393,1
1438595722301,2
1438595722710,1
1438595732426,1
1438595734164,1
1438595741528,2
1438595743997,7
1438595744718,2
1438595784392,1
1438595799269,1
1438595801316,1
1438595804901,8
1438595813393,2
1438595828644,2
1438595859128,2
1438595860151,2
1438595876315,1
1438595884401,2
1438595886749,1
1438595888796,1
1438595902856,2
1438595907972,1
1438595910025,9
1438595914730,3
1438595923526,2
1438595927003,1
1438595933748,2
1438595948701,1
1438595978690,2
1438595993167,2
1438595997456,2
1438596014036,4
1438596019759,1
1438596020885,1
1438596023235,2
1438596023850,1
1438596032145,1
1438596040937,2
1438596045445,1
1438596047494,5
1438596053018,1
1438596055879,4
1438596060996,1
1438596061106,6
1438596061202,3
1438596061304,1
1438596064169,1
1438596080445,2
1438596100540,2
1438596108412,2
1438596131416,2
1438596132028,2
1438596134685,1
1438596139697,1
1438596149526,2
1438596150550,3
1438596158130,1
1438596165709,2
1438596169599,2
1438596181254,1
1438596184879,1
1438596186618,1
1438596189583,1
1438596198375,1
1438596201034,1
1438596207901,1
1438596208514,1
1438596253015,1
1438596255979,2
1438596258228,2
1438596271018,1
1438596272964,1
1438596281809,1
1438596284363,1
1438596315971,1
1438596316892,2
1438596317097,2
1438596331009,2
1438596347598,1
1438596356512,1
1438596367061,2
1438596373507,1
1438596377505,1
1438596378170,1
1438596380520,3
1438596382769,1
1438596386452,2
1438596402932,1
1438596404465,1
1438596424614,1
1438596436066,1
1438596453858,2
1438596471865,1
1438596472886,2
1438596479473,1
1438596494418,1
1438596507706,1
1438596508831,1
1438596509546,2
1438596527985,2
1438596555288,1
1438596583895,2
1438596611019,1
1438596621867,3
1438596633846,2
1438596644495,4
1438596644699,1
1438596645008,1
1438596664130,2
1438596688018,1
1438596706029,1
1438596739369,1
1438596755336,1
1438596778309,1
1438596785876,3
1438596793036,2
1438596799076,2
1438596810958,1
1438596811059,1
1438596813103,2
1438596869033,2
1438596883554,2
1438596917714,1
1438596920575,1
1438596931005,2
1438596932949,1
1438596933569,1
1438596938168,1
1438596941134,1
1438596975656,1
1438596977905,1
1438596985984,1
1438597038455,1
1438597042243,1
1438597053408,2
1438597059605,1
1438597064616,5
1438597064718,8
1438597067175,1
1438597068610,1
1438597091203,2
1438597110554,2
1438597126421,1
1438597129085,2
1438597156750,3
1438597156954,1
1438597169955,9
1438597170059,9
1438597173027,2
1438597176096,1
1438597177840,1
1438597178148,1
1438597189612,2
1438597197908,1
1438597212662,1
1438597213889,2
1438597215423,2
1438597215732,1
1438597223514,3
1438597225762,1
1438597225969,3
1438597265133,2
1438597270549,1
1438597280674,1
1438597294188,1
1438597294800,2
1438597304634,1
1438597315281,2
1438597321014,1
1438597322335,2
1438597334810,2
1438597340239,2
1438597356347,1
1438597362378,1
1438597362787,1
1438597364428,20
1438597367806,3
1438597377311,2
1438597409755,2
1438597410479,1
1438597412627,1
1438597420098,2
1438597424193,3
1438597427679,1
1438597430853,1
1438597436174,2
1438597442107,2
1438597445347,1
1438597469695,5
1438597471737,2
1438597484734,2
1438597490770,1
1438597495678,1
1438597496406,2
1438597501823,1
1438597503150,1
1438597517886,2
1438597542933,1
1438597550190,1
1438597569919,1
1438597570332,2
1438597572380,1
1438597572994,2
1438597588131,1
1438597602065,2
1438597604733,2
1438597604839,2
1438597605045,1
1438597609236,3
1438597615689,1
1438597627769,1
1438597655868,7
1438597659963,3
1438597666310,1
1438597667024,1
1438597674591,5
1438597678787,1
1438597680527,4
1438597690955,1
1438597694842,2
1438597709463,1
1438597712431,1
1438597712637,1
1438597715703,1
1438597716625,1
1438597716829,1
1438597719897,1
1438597725430,3
1438597729110,6
1438597729314,1
1438597729621,2
1438597730440,3
1438597731976,8
1438597733180,68
1438597733383,4
1438597733691,1
1438597740349,5
1438597762226,2
1438597763249,2
1438597763660,2
1438597770097,1
1438597770814,2
1438597787813,2
1438597793241,8
1438597798153,2
1438597806549,1
1438597810845,1
1438597813603,1
1438597820859,1
1438597821273,3
1438597821580,1
1438597837111,1
1438597842939,1
1438597844884,1
1438597845090,1
1438597851945,2
1438597857369,1
1438597865450,1
1438597869236,4
1438597869959,1
1438597882434,1
1438597894500,1
1438597895933,2
1438597911475,1
1438597922936,1
1438597925276,1
1438597932228,2
1438597946568,1
1438597947589,1
1438597948305,1
1438597975534,2
1438597976249,5
1438597988738,2
1438598004283,2
1438598007247,1
1438598029512,1
1438598037087,1
1438598039645,1
1438598061946,1
1438598065735,1
1438598071057,1
1438598081709,1
1438598091233,2
1438598098094,1
1438598099937,3
1438598107200,1
1438598125398,1
1438598147015,4
1438598156528,1
1438598160925,2
1438598177081,6
1438598180145,1
1438598182797,4
1438598192304,4
1438598193226,8
1438598201195,2
1438598203957,5
1438598204878,1
1438598205600,1
1438598213167,1
1438598225331,2
1438598240877,2
1438598243850,1
1438598258164,4
1438598258777,1
1438598265244,1
1438598270457,1
1438598274451,1
1438598294501,1
1438598298076,1
1438598303598,1
1438598309321,1
1438598310551,1
1438598332474,1
1438598332680,1
1438598333089,1
1438598343519,1
1438598354368,2
1438598355085,1
1438598363465,1
1438598367456,2
1438598369501,3
1438598370526,2
1438598390802,4
1438598403170,3
1438598407263,1
1438598418528,2
1438598421906,1
1438598450039,1
1438598450653,1
1438598481845,1
1438598504150,3
1438598529567,3
1438598538668,1
1438598539996,1
1438598543371,1
1438598564440,3
1438598566283,3
1438598581105,1
1438598583151,1
1438598584482,2
1438598592157,1
1438598595946,1
1438598599527,1
1438598614963,3
1438598617524,1
1438598626222,1
1438598632163,3
1438598640853,1
1438598642896,4
1438598646881,1
1438598653026,2
1438598653134,2
1438598653440,1
1438598661529,1
1438598670024,1
1438598670228,4
1438598671459,1
1438598678426,1
1438598679142,2
1438598683545,1
1438598690095,2
1438598695207,4
1438598701064,1
1438598704444,2
1438598713247,1
1438598720712,3
1438598723065,3
1438598724189,1
1438598741173,1
1438598753263,2
1438598755936,1
1438598761051,1
1438598762280,1
1438598766679,1
1438598771288,1
1438598777837,1
1438598780094,2
1438598780607,1
1438598785111,2
1438598787054,1
1438598791874,2
1438598793203,1
1438598795144,1
1438598804556,1
1438598808441,3
1438598809054,8
1438598809260,4
1438598810997,2
1438598840763,1
1438598844350,2
1438598861036,2
1438598867067,2
1438598892358,4
1438598894917,1
1438598897376,1
1438598904123,1
1438598914657,1
1438598920382,1
1438598920484,1
1438598924179,1
1438598925207,1
1438598926228,2
1438598926535,3
1438598934929,1
1438598985454,2
1438598988826,1
1438598990260,1
1438598995993,1
1438599064991,1
1438599067039,2
1438599067815,1
1438599077117,5
1438599084103,3
1438599086449,1
1438599104874,2
1438599105691,1
1438599105999,4
1438599115621,1
1438599116860,1
1438599123200,1
1438599143144,2
1438599165276,1
1438599179096,3
1438599184935,1
1438599205424,1
1438599209519,5
1438599231129,1
1438599232868,1
1438599242699,1
1438599244754,2
1438599269820,3
1438599270639,1
1438599273501,1
1438599283561,2
1438599284496,2
1438599294421,1
1438599331152,1
1438599333605,2
1438599356119,1
1438599370343,1
1438599381603,1
1438599389699,1
1438599399017,1
1438599404966,6
1438599405171,5
1438599419191,1
1438599433431,1
1438599436088,2
1438599440789,4
1438599448970,1
1438599449491,3
1438599449598,2
1438599471935,1
1438599478389,1
1438599481767,1
1438599488935,1
1438599489241,1
1438599496818,1
1438599509115,3
1438599513620,1
1438599524180,1
1438599545269,3
1438599545575,3
1438599553466,1
1438599556943,3
1438599559505,1
1438599560426,3
1438599562167,2
1438599570874,1
1438599588486,2
1438599598215,1
1438599598317,1
1438599605794,3
1438599612867,1
1438599620749,2
1438599626167,1
1438599647765,2
1438599663015,2
1438599663120,2
1438599665831,1
1438599680660,2
1438599700909,1
1438599704901,2
1438599709510,2
1438599729767,1
1438599733855,3
1438599771030,1
1438599774404,2
1438599776349,1
1438599794375,1
1438599814454,1
1438599826031,2
1438599826749,1
1438599827060,1
1438599829416,1
1438599830438,3
1438599840576,1
1438599865303,1
1438599868064,2
1438599868371,4
1438599889670,2
1438599925929,1
1438599952664,3
1438599954915,1
1438599960035,1
1438599960755,1
1438599969455,1
1438599971921,4
1438600024154,1
1438600065970,2
1438600069651,2
1438600070366,4
1438600076217,1
1438600081333,1
1438600107758,1
1438600110626,16
1438600117688,1
1438600118916,2
1438600137557,1
1438600141041,2
1438600141960,2
1438600145140,1
1438600156197,2
1438600158967,1
1438600169721,2
1438600170130,1
1438600172380,1
1438600199905,1
1438600212087,1
1438600214042,2
1438600224999,1
1438600244157,3
1438600244771,2
1438600253017,1
1438600278169,3
1438600281949,1
1438600289622,7
1438600290232,1
1438600291973,2
1438600321030,1
1438600321235,1
1438600327881,1
1438600336471,1
1438600336983,1
1438600348123,1
1438600367749,1
1438600371126,2
1438600373585,1
1438600380441,1
1438600380646,1
1438600381361,1
1438600414493,1
1438600443885,1
1438600474983,1
1438600478768,1
1438600485008,3
1438600517648,1
1438600522654,3
1438600541481,3
1438600549365,3
1438600553982,1
1438600559298,1
1438600562983,3
1438600571593,1
1438600573846,2
1438600592571,1
1438600595947,1
1438600605967,2
1438600615988,1
1438600617113,1
1438600626218,2
1438600633881,2
1438600635626,1
1438600661068,2
1438600666381,1
1438600676514,1
1438600676820,2
1438600681030,1
1438600684097,1
1438600689106,1
1438600696268,1
1438600702294,1
1438600710996,1
1438600717036,1
1438600720621,1
1438600729937,3
1438600745202,3
1438600746225,2
1438600747552,1
1438600754418,1
1438600757489,2
1438600764660,1
1438600766402,1
1438600769781,1
1438600770497,2
1438600775411,1
1438600776843,1
1438600805173,1
1438600816633,1
1438600842259,1
1438600854549,1
1438600856595,2
1438600866412,3
1438600897521,1
1438600897933,2
1438600901619,1
1438600920870,1
1438600926185,1
1438600933545,1
1438600948683,2
1438600951147,2
1438600954824,1
1438600957891,1
1438600968320,1
1438600968525,4
1438600971597,5
1438600988887,2
1438600997375,1
1438601001771,1
1438601044274,1
1438601048776,1
1438601056857,1
1438601071079,1
1438601071795,2
1438601084799,1
1438601102803,5
1438601106483,2
1438601115689,1
1438601130636,1
1438601141569,1
1438601143611,1
1438601145761,2
1438601148111,3
1438601156714,1
1438601159787,1
1438601184982,1
1438601186729,1
1438601188669,1
1438601194811,1
1438601218918,2
1438601223119,1
1438601249100,2
1438601260167,1
1438601283180,1
1438601292800,1
1438601309172,1
1438601324115,10
1438601324524,7
1438601344683,1
1438601358906,1
1438601366372,1
1438601369647,8
1438601373539,1
1438601389084,2
1438601390827,1
1438601401674,1
1438601409461,2
1438601411785,2
1438601412812,2
1438601417518,1
1438601433909,1
1438601442100,1
1438601461148,2
1438601464216,1
1438601470661,1
1438601472707,2
1438601482233,1
1438601487957,1
1438601490934,1
1438601507085,1
1438601508413,2
1438601556292,2
1438601580842,1
1438601581147,2
1438601586261,2
1438601592708,2
1438601613655,1
1438601624390,1
1438601626537,1
1438601627564,1
1438601633396,1
1438601656021,1
1438601661133,2
1438601669330,1
1438601669950,2
1438601691739,2
1438601709036,1
1438601715479,1
1438601716707,1
1438601724171,1
1438601727860,1
1438601732671,1
1438601741584,2
1438601769616,4
1438601771661,1
1438601775951,1
1438601776562,2
1438601798136,1
1438601807648,1
1438601825910,1
1438601831033,1
1438601835638,2
1438601838706,1
1438601860803,2
1438601862854,4
1438601876959,3
1438601885751,2
1438601924945,2
1438601930571,1
1438601933639,3
1438601940693,1
1438601947751,1
1438601965339,1
1438601970256,3
1438601970877,1
1438601972827,1
1438601977221,1
1438601996116,1
1438602048995,1
1438602061063,1
1438602061778,1
1438602064536,1
1438602070884,1
1438602081520,1
1438602082543,1
1438602091850,2
1438602093898,2
1438602099008,1
1438602107004,1
1438602110688,1
1438602120718,1
1438602142202,1
1438602150588,4
1438602161250,1
1438602164425,8
1438602171997,1
1438602195641,1
1438602223790,3
1438602235673,1
1438602240280,1
1438602255309,1
1438602255514,1
1438602259911,1
1438602269747,1
1438602282439,2
1438602295740,1
1438602302793,1
1438602305556,2
1438602316293,3
1438602320075,2
1438602329890,1
1438602336428,2
1438602352179,1
1438602360559,1
1438602373147,1
1438602385483,1
1438602403990,1
1438602419031,1
1438602429866,1
1438602435599,2
1438602464371,2
1438602466005,2
1438602478285,1
1438602507452,1
1438602509602,2
1438602537033,1
1438602551362,2
1438602561808,2
1438602581837,1
1438602586536,1
1438602593391,5
1438602597177,1
1438602603103,1
1438602615991,1
1438602624177,1
1438602627866,1
1438602628580,1
1438602644650,3
1438602657646,1
1438602662459,4
1438602688444,4
1438602688649,1
1438602690291,2
1438602712080,1
1438602738573,1
1438602760169,2
1438602763964,5
1438602764170,1
1438602770893,1
1438602780199,1
1438602795436,2
1438602802709,2
1438602815697,1
1438602821011,1
1438602823056,1
1438602827049,2
1438602829810,2
1438602830535,1
1438602847940,1
1438602877510,1
1438602887017,1
1438602889060,2
1438602890081,2
1438602891105,1
1438602919743,2
1438602920767,2
1438602942565,2
1438602943793,1
1438602966594,4
1438602981221,2
1438603000033,2
1438603004330,1
1438603004848,22
1438603006688,1
1438603014461,1
1438603022769,1
1438603033917,1
1438603050186,5
1438603051004,2
1438603060123,1
1438603067499,1
1438603080386,1
1438603085503,1
1438603096140,2
1438603097678,2
1438603100231,1
1438603104736,2
1438603110689,3
1438603110796,1
1438603114885,1
1438603135645,2
1438603141369,2
1438603162715,2
1438603176329,1
1438603185752,2
1438603211046,1
1438603214426,2
1438603216164,1
1438603222610,1
1438603236313,1
1438603241427,1
1438603259642,2
1438603264750,2
1438603266800,1
1438603275488,1
1438603278867,1
1438603286956,1
1438603288591,1
1438603297085,1
1438603337196,1
1438603347133,1
1438603350407,1
1438603358085,3
1438603361982,7
1438603362188,10
1438603363824,42
1438603364956,2
1438603367508,1
1438603370271,1
1438603370579,1
1438603383078,1
1438603396290,1
1438603410403,1
1438603429027,2
1438603434146,2
1438603441503,2
1438603449579,1
1438603451216,2
1438603465844,1
1438603466560,4
1438603471059,2
1438603478731,1
1438603487223,1
1438603493671,2
1438603529716,1
1438603536681,1
1438603542410,1
1438603554669,5
1438603571994,3
1438603580280,1
1438603587740,3
1438603589069,1
1438603591112,2
1438603593769,1
1438603615469,1
1438603623751,2
1438603625289,1
1438603636238,1
1438603642689,1
1438603661122,4
1438603661533,2
1438603664197,8
1438603664402,1
1438603697886,1
1438603702788,1
1438603704829,3
1438603710153,2
1438603717629,1
1438603737775,3
1438603754039,1
1438603762123,1
1438603767443,2
1438603769808,1
1438603770626,3
1438603784024,1
1438603785357,1
1438603787916,1
1438603788120,1
1438603806156,1
1438603831022,1
1438603831125,1
1438603857713,2
1438603859449,4
1438603866924,1
1438603867642,2
1438603878191,1
1438603885973,1
1438603891605,2
1438603895088,2
1438603921091,1
1438603936019,1
1438603942051,1
1438603950853,1
1438603964770,2
1438603970394,3
1438603971110,1
1438603988493,1
1438603995450,1
1438604006501,1
1438604028995,1
1438604044649,1
1438604068275,2
1438604069708,3
1438604079128,1
1438604090473,1
1438604108369,1
1438604108984,4
1438604110106,1
1438604155151,2
1438604232185,2
1438604237095,1
1438604248540,1
1438604250895,1
1438604251205,1
1438604259995,2
1438604261736,2
1438604265012,1
1438604267468,1
1438604268900,2
1438604270950,1
1438604281375,1
1438604284443,1
1438604286796,1
1438604297541,7
1438604302047,2
1438604304089,1
1438604309716,5
1438604318198,3
1438604319546,1
1438604328130,4
1438604334476,1
1438604338561,1
1438604351675,2
1438604357599,2
1438604360150,1
1438604366178,1
1438604374149,3
1438604380188,1
1438604386442,1
1438604388693,1
1438604390439,2
1438604392787,1
1438604397189,3
1438604410276,1
1438604419492,3
1438604436267,2
1438604446921,1
1438604481890,2
1438604484960,2
1438604490072,1
1438604491917,2
1438604505322,1
1438604517101,1
1438604519350,2
1438604521810,1
1438604522425,1
1438604531416,1
1438604548098,3
1438604559876,1
1438604567766,1
1438604577083,1
1438604632645,1
1438604638776,1
1438604640105,2
1438604643482,1
1438604653832,1
1438604663140,3
1438604668868,1
1438604676541,2
1438604691584,2
1438604706231,1
1438604714511,1
1438604714819,1
1438604716619,2
1438604730241,1
1438604730649,1
1438604731059,2
1438604734030,1
1438604745895,1
1438604768291,1
1438604778109,1
1438604783322,2
1438604783732,1
1438604786501,2
1438604793867,1
1438604809615,1
1438604811658,1
1438604867076,3
1438604884666,1
1438604891941,1
1438604896647,1
1438604924200,1
1438604945505,1
1438604952561,1
1438604954197,1
1438604956546,2
1438604967584,1
1438604978245,1
1438605008424,1
1438605008834,1
1438605014659,1
1438605017216,1
1438605024685,1
1438605036759,1
1438605039322,1
1438605045046,1
1438605048212,2
1438605062329,2
1438605062843,1
1438605067041,2
1438605077794,2
1438605091008,2
1438605093001,2
1438605097088,1
1438605102104,4
1438605103739,1
1438605111524,1
1438605117771,1
1438605147766,1
1438605150941,2
1438605151249,3
1438605154317,1
1438605177735,1
1438605182538,2
1438605186015,2
1438605187139,2
1438605197874,3
1438605197977,2
1438605202780,1
1438605240952,2
1438605254868,2
1438605259880,1
1438605281790,1
1438605313226,1
1438605314969,2
1438605339331,1
1438605346291,1
1438605362660,3
1438605389291,2
1438605399512,1
1438605401660,1
1438605415888,3
1438605435856,1
1438605440976,1
1438605444550,1
1438605445571,1
1438605447614,1
1438605450375,2
1438605451094,1
1438605454466,1
1438605464107,3
1438605490231,2
1438605504446,2
1438605511916,1
1438605517948,1
1438605525331,5
1438605529013,2
1438605532083,2
1438605532800,2
1438605535764,1
1438605551723,1
1438605553051,2
1438605574623,1
1438605584854,3
1438605585159,1
1438605589149,1
1438605605255,1
1438605609860,1
1438605621850,1
1438605630753,1
1438605632696,4
1438605644958,2
1438605653640,1
1438605663862,5
1438605673079,2
1438605674948,2
1438605690700,2
1438605696221,6
1438605698482,1
1438605705946,2
1438605706053,2
1438605706458,1
1438605717100,3
1438605721912,2
1438605722220,1
1438605767042,1
1438605772773,1
1438605776260,1
1438605780968,1
1438605782296,1
1438605783725,2
1438605793854,1
1438605808380,3
1438605812983,2
1438605817278,1
1438605818816,1
1438605823731,2
1438605824958,10
1438605825163,1
1438605833654,1
1438605838458,2
1438605855438,2
1438605857584,1
1438605858914,1
1438605859118,1
1438605860140,2
1438605865254,2
1438605871942,1
1438605877466,1
1438605886287,5
1438605890073,1
1438605891605,1
1438605909935,1
1438605923759,1
1438605929794,2
1438605944729,1
1438605945653,3
1438605965901,1
1438605972653,5
1438605980420,2
1438605990855,1
1438605992701,1
1438605999651,1
1438606007235,1
1438606009587,1
1438606011336,1
1438606041798,1
1438606056314,1
1438606064227,7
1438606066891,2
1438606082155,3
1438606083895,2
1438606087373,1
1438606090135,2
1438606111821,1
1438606115093,1
1438606143216,1
1438606145261,2
1438606163770,1
1438606170213,1
1438606184334,4
1438606186890,2
1438606207167,1
1438606218008,2
1438606227734,2
1438606229576,2
1438606241233,2
1438606241758,1
1438606247896,1
1438606267997,1
1438606309337,1
1438606332788,2
1438606343323,1
1438606348333,1
1438606350696,1
1438606356015,2
1438606358977,1
1438606385257,1
1438606396105,1
1438606405812,1
1438606406018,2
1438606416447,1
1438606417060,2
1438606458337,1
